Plot,Plot,,
500,20.06,2.5,0
500,20.07,2.5,0
500,20.08,2.5,0
500,20.09,2.5,0
500,20.1,2.5,0
500,20.11,2.5,0
500,20.12,2.5,0
500,20.13,2.5,0
500,20.14,2.5,0
500,20.15,2.5,0
500,20.16,2.5,0
500,20.17,2.5,0
500,20.18,2.5,0
500,20.19,2.5,0
500,20.2,2.5,0
500,20.21,2.5,0
500,20.22,2.5,0
500,20.23,2.5,0
500,20.24,2.5,0
500,20.25,2.5,0
500,20.26,2.5,0
500,20.27,2.5,0
500,20.28,2.5,0
500,20.29,2.5,0
500,20.3,2.5,0
500,20.31,2.5,0
500,20.32,2.5,0
500,20.33,2.5,0
500,20.34,2.5,0
500,20.35,2.5,0
500,20.36,2.5,0
500,20.37,2.5,0
500,20.38,2.5,0
500,20.39,2.5,0
500,20.4,2.5,0
500,20.41,2.5,0
500,20.42,2.5,0
500,20.43,2.5,0
500,20.44,2.5,0
500,20.45,2.5,0
500,20.46,2.5,0
500,20.47,2.5,0
500,20.48,2.5,0
500,20.49,2.5,0
500,20.5,2.5,0
500,20.51,2.5,0
500,20.52,2.5,0
500,20.53,2.5,0
500,20.54,2.5,0
500,20.55,2.5,0
500,20.56,2.5,0
500,20.57,2.5,0
500,20.58,2.5,0
500,20.59,2.5,0
500,20.6,2.5,0
500,20.61,2.5,0
500,20.62,2.5,0
500,20.63,2.5,0
500,20.64,2.5,0
500,20.65,2.5,0
500,20.66,2.5,0
500,20.67,2.5,0
500,20.68,2.5,0
500,20.69,2.5,0
500,20.7,2.5,0
500,20.71,2.5,0
500,20.72,2.5,0
500,20.73,2.5,0
500,20.74,2.5,0
500,20.75,2.5,0
500,20.76,2.5,0
500,20.77,2.5,0
500,20.78,2.5,0
500,20.79,2.5,0
500,20.8,2.5,0
500,20.81,2.5,0
500,20.82,2.5,0
500,20.83,2.5,0
500,20.84,2.5,0
500,20.85,2.5,0
500,20.86,2.5,0
500,20.87,2.5,0
500,20.88,2.5,0
500,20.89,2.5,0
500,20.9,2.5,0
500,20.91,2.5,0
500,20.92,2.5,0
500,20.93,2.5,0
500,20.94,2.5,0
500,20.95,2.5,0
500,20.96,2.5,0
500,20.97,2.5,0
500,20.98,2.5,0
500,20.99,2.5,0
500,21,2.5,0
500,21.01,2.5,0
500,21.02,2.5,0
500,21.03,2.5,
500,21.04,2.5,
500,21.05,2.5,
500,21.06,2.5,
500,21.07,,
500,21.08,,
500,21.09,,
500,21.1,,
500,21.11,,
500,21.12,,
